lead_id,nome_conta,tipo_parceiro,nicho,regiao,canal_publico,source_url,source_type,fit_score,segmento_abc,crm_stage,owner,status_outreach,gancho_personalizado,mensagem_seq1,utm_source,utm_medium,utm_campaign,proxima_acao
P033,Prospect 033 — Curador cosméticos e beleza em Belo Horizonte,prospect_icp_a_enriquecer,beleza,Belo Horizonte,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=cosm%C3%A9ticos+e+beleza+grupo+WhatsApp+Telegram+ofertas+Belo+Horizonte+contato,discovery_query_to_enrich,81,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de cosméticos e beleza com possível operação regional em Belo Horizonte.,"Oi, Prospect 033 — Curador cosméticos e beleza em Belo Horizonte! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de cosméticos e beleza com possível operação regional em Belo Horizonte.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-033,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P034,"Prospect 034 — Curador casa, cozinha e utilidades em Belo Horizonte",prospect_icp_a_enriquecer,casa,Belo Horizonte,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=casa%2C+cozinha+e+utilidades+grupo+WhatsApp+Telegram+ofertas+Belo+Horizonte+contato,discovery_query_to_enrich,74,B,Partner Lead,sdr,pendente_enriquecimento_contato,"ICP público a enriquecer: curador/admin de casa, cozinha e utilidades com possível operação regional em Belo Horizonte.","Oi, Prospect 034 — Curador casa, cozinha e utilidades em Belo Horizonte! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de casa, cozinha e utilidades com possível operação regional em Belo Horizonte.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-034,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P035,Prospect 035 — Curador ofertas pet em Belo Horizonte,prospect_icp_a_enriquecer,pet,Belo Horizonte,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=ofertas+pet+grupo+WhatsApp+Telegram+ofertas+Belo+Horizonte+contato,discovery_query_to_enrich,89,A,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de ofertas pet com possível operação regional em Belo Horizonte.,"Oi, Prospect 035 — Curador ofertas pet em Belo Horizonte! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de ofertas pet com possível operação regional em Belo Horizonte.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-035,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P036,Prospect 036 — Curador lançamentos e infoprodutos em Belo Horizonte,prospect_icp_a_enriquecer,infoprodutos,Belo Horizonte,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=lan%C3%A7amentos+e+infoprodutos+grupo+WhatsApp+Telegram+ofertas+Belo+Horizonte+contato,discovery_query_to_enrich,82,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de lançamentos e infoprodutos com possível operação regional em Belo Horizonte.,"Oi, Prospect 036 — Curador lançamentos e infoprodutos em Belo Horizonte! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de lançamentos e infoprodutos com possível operação regional em Belo Horizonte.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-036,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P037,Prospect 037 — Curador ofertas de supermercado e atacarejo em Curitiba,prospect_icp_a_enriquecer,supermercado,Curitiba,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=ofertas+de+supermercado+e+atacarejo+grupo+WhatsApp+Telegram+ofertas+Curitiba+contato,discovery_query_to_enrich,79,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de ofertas de supermercado e atacarejo com possível operação regional em Curitiba.,"Oi, Prospect 037 — Curador ofertas de supermercado e atacarejo em Curitiba! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de ofertas de supermercado e atacarejo com possível operação regional em Curitiba.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-037,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P038,Prospect 038 — Curador cupons de farmácia e beleza em Curitiba,prospect_icp_a_enriquecer,farmacia,Curitiba,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=cupons+de+farm%C3%A1cia+e+beleza+grupo+WhatsApp+Telegram+ofertas+Curitiba+contato,discovery_query_to_enrich,91,A,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de cupons de farmácia e beleza com possível operação regional em Curitiba.,"Oi, Prospect 038 — Curador cupons de farmácia e beleza em Curitiba! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de cupons de farmácia e beleza com possível operação regional em Curitiba.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-038,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P039,Prospect 039 — Curador promoções de eletrônicos em Curitiba,prospect_icp_a_enriquecer,eletronicos,Curitiba,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=promo%C3%A7%C3%B5es+de+eletr%C3%B4nicos+grupo+WhatsApp+Telegram+ofertas+Curitiba+contato,discovery_query_to_enrich,87,A,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de promoções de eletrônicos com possível operação regional em Curitiba.,"Oi, Prospect 039 — Curador promoções de eletrônicos em Curitiba! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de promoções de eletrônicos com possível operação regional em Curitiba.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-039,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P040,Prospect 040 — Curador achadinhos de moda em Curitiba,prospect_icp_a_enriquecer,moda,Curitiba,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=achadinhos+de+moda+grupo+WhatsApp+Telegram+ofertas+Curitiba+contato,discovery_query_to_enrich,80,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de achadinhos de moda com possível operação regional em Curitiba.,"Oi, Prospect 040 — Curador achadinhos de moda em Curitiba! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de achadinhos de moda com possível operação regional em Curitiba.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-040,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P041,Prospect 041 — Curador cosméticos e beleza em Curitiba,prospect_icp_a_enriquecer,beleza,Curitiba,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=cosm%C3%A9ticos+e+beleza+grupo+WhatsApp+Telegram+ofertas+Curitiba+contato,discovery_query_to_enrich,91,A,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de cosméticos e beleza com possível operação regional em Curitiba.,"Oi, Prospect 041 — Curador cosméticos e beleza em Curitiba! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de cosméticos e beleza com possível operação regional em Curitiba.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-041,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P042,"Prospect 042 — Curador casa, cozinha e utilidades em Curitiba",prospect_icp_a_enriquecer,casa,Curitiba,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=casa%2C+cozinha+e+utilidades+grupo+WhatsApp+Telegram+ofertas+Curitiba+contato,discovery_query_to_enrich,84,B,Partner Lead,sdr,pendente_enriquecimento_contato,"ICP público a enriquecer: curador/admin de casa, cozinha e utilidades com possível operação regional em Curitiba.","Oi, Prospect 042 — Curador casa, cozinha e utilidades em Curitiba! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de casa, cozinha e utilidades com possível operação regional em Curitiba.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-042,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P043,Prospect 043 — Curador ofertas pet em Curitiba,prospect_icp_a_enriquecer,pet,Curitiba,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=ofertas+pet+grupo+WhatsApp+Telegram+ofertas+Curitiba+contato,discovery_query_to_enrich,77,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de ofertas pet com possível operação regional em Curitiba.,"Oi, Prospect 043 — Curador ofertas pet em Curitiba! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de ofertas pet com possível operação regional em Curitiba.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-043,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P044,Prospect 044 — Curador lançamentos e infoprodutos em Curitiba,prospect_icp_a_enriquecer,infoprodutos,Curitiba,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=lan%C3%A7amentos+e+infoprodutos+grupo+WhatsApp+Telegram+ofertas+Curitiba+contato,discovery_query_to_enrich,91,A,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de lançamentos e infoprodutos com possível operação regional em Curitiba.,"Oi, Prospect 044 — Curador lançamentos e infoprodutos em Curitiba! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de lançamentos e infoprodutos com possível operação regional em Curitiba.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-044,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P045,Prospect 045 — Curador ofertas de supermercado e atacarejo em Porto Alegre,prospect_icp_a_enriquecer,supermercado,Porto Alegre,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=ofertas+de+supermercado+e+atacarejo+grupo+WhatsApp+Telegram+ofertas+Porto+Alegre+contato,discovery_query_to_enrich,89,A,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de ofertas de supermercado e atacarejo com possível operação regional em Porto Alegre.,"Oi, Prospect 045 — Curador ofertas de supermercado e atacarejo em Porto Alegre! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de ofertas de supermercado e atacarejo com possível operação regional em Porto Alegre.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-045,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P046,Prospect 046 — Curador cupons de farmácia e beleza em Porto Alegre,prospect_icp_a_enriquecer,farmacia,Porto Alegre,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=cupons+de+farm%C3%A1cia+e+beleza+grupo+WhatsApp+Telegram+ofertas+Porto+Alegre+contato,discovery_query_to_enrich,82,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de cupons de farmácia e beleza com possível operação regional em Porto Alegre.,"Oi, Prospect 046 — Curador cupons de farmácia e beleza em Porto Alegre! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de cupons de farmácia e beleza com possível operação regional em Porto Alegre.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-046,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P047,Prospect 047 — Curador promoções de eletrônicos em Porto Alegre,prospect_icp_a_enriquecer,eletronicos,Porto Alegre,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=promo%C3%A7%C3%B5es+de+eletr%C3%B4nicos+grupo+WhatsApp+Telegram+ofertas+Porto+Alegre+contato,discovery_query_to_enrich,75,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de promoções de eletrônicos com possível operação regional em Porto Alegre.,"Oi, Prospect 047 — Curador promoções de eletrônicos em Porto Alegre! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de promoções de eletrônicos com possível operação regional em Porto Alegre.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-047,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P048,Prospect 048 — Curador achadinhos de moda em Porto Alegre,prospect_icp_a_enriquecer,moda,Porto Alegre,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=achadinhos+de+moda+grupo+WhatsApp+Telegram+ofertas+Porto+Alegre+contato,discovery_query_to_enrich,90,A,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de achadinhos de moda com possível operação regional em Porto Alegre.,"Oi, Prospect 048 — Curador achadinhos de moda em Porto Alegre! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de achadinhos de moda com possível operação regional em Porto Alegre.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-048,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P049,Prospect 049 — Curador cosméticos e beleza em Porto Alegre,prospect_icp_a_enriquecer,beleza,Porto Alegre,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=cosm%C3%A9ticos+e+beleza+grupo+WhatsApp+Telegram+ofertas+Porto+Alegre+contato,discovery_query_to_enrich,79,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de cosméticos e beleza com possível operação regional em Porto Alegre.,"Oi, Prospect 049 — Curador cosméticos e beleza em Porto Alegre! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de cosméticos e beleza com possível operação regional em Porto Alegre.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-049,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P050,"Prospect 050 — Curador casa, cozinha e utilidades em Porto Alegre",prospect_icp_a_enriquecer,casa,Porto Alegre,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=casa%2C+cozinha+e+utilidades+grupo+WhatsApp+Telegram+ofertas+Porto+Alegre+contato,discovery_query_to_enrich,72,B,Partner Lead,sdr,pendente_enriquecimento_contato,"ICP público a enriquecer: curador/admin de casa, cozinha e utilidades com possível operação regional em Porto Alegre.","Oi, Prospect 050 — Curador casa, cozinha e utilidades em Porto Alegre! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de casa, cozinha e utilidades com possível operação regional em Porto Alegre.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-050,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P051,Prospect 051 — Curador ofertas pet em Porto Alegre,prospect_icp_a_enriquecer,pet,Porto Alegre,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=ofertas+pet+grupo+WhatsApp+Telegram+ofertas+Porto+Alegre+contato,discovery_query_to_enrich,87,A,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de ofertas pet com possível operação regional em Porto Alegre.,"Oi, Prospect 051 — Curador ofertas pet em Porto Alegre! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de ofertas pet com possível operação regional em Porto Alegre.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-051,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P052,Prospect 052 — Curador lançamentos e infoprodutos em Porto Alegre,prospect_icp_a_enriquecer,infoprodutos,Porto Alegre,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=lan%C3%A7amentos+e+infoprodutos+grupo+WhatsApp+Telegram+ofertas+Porto+Alegre+contato,discovery_query_to_enrich,80,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de lançamentos e infoprodutos com possível operação regional em Porto Alegre.,"Oi, Prospect 052 — Curador lançamentos e infoprodutos em Porto Alegre! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de lançamentos e infoprodutos com possível operação regional em Porto Alegre.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-052,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P053,Prospect 053 — Curador ofertas de supermercado e atacarejo em Brasília,prospect_icp_a_enriquecer,supermercado,Brasília,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=ofertas+de+supermercado+e+atacarejo+grupo+WhatsApp+Telegram+ofertas+Bras%C3%ADlia+contato,discovery_query_to_enrich,77,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de ofertas de supermercado e atacarejo com possível operação regional em Brasília.,"Oi, Prospect 053 — Curador ofertas de supermercado e atacarejo em Brasília! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de ofertas de supermercado e atacarejo com possível operação regional em Brasília.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-053,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P054,Prospect 054 — Curador cupons de farmácia e beleza em Brasília,prospect_icp_a_enriquecer,farmacia,Brasília,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=cupons+de+farm%C3%A1cia+e+beleza+grupo+WhatsApp+Telegram+ofertas+Bras%C3%ADlia+contato,discovery_query_to_enrich,91,A,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de cupons de farmácia e beleza com possível operação regional em Brasília.,"Oi, Prospect 054 — Curador cupons de farmácia e beleza em Brasília! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de cupons de farmácia e beleza com possível operação regional em Brasília.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-054,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P055,Prospect 055 — Curador promoções de eletrônicos em Brasília,prospect_icp_a_enriquecer,eletronicos,Brasília,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=promo%C3%A7%C3%B5es+de+eletr%C3%B4nicos+grupo+WhatsApp+Telegram+ofertas+Bras%C3%ADlia+contato,discovery_query_to_enrich,85,A,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de promoções de eletrônicos com possível operação regional em Brasília.,"Oi, Prospect 055 — Curador promoções de eletrônicos em Brasília! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de promoções de eletrônicos com possível operação regional em Brasília.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-055,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P056,Prospect 056 — Curador achadinhos de moda em Brasília,prospect_icp_a_enriquecer,moda,Brasília,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=achadinhos+de+moda+grupo+WhatsApp+Telegram+ofertas+Bras%C3%ADlia+contato,discovery_query_to_enrich,78,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de achadinhos de moda com possível operação regional em Brasília.,"Oi, Prospect 056 — Curador achadinhos de moda em Brasília! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de achadinhos de moda com possível operação regional em Brasília.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-056,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P057,Prospect 057 — Curador cosméticos e beleza em Brasília,prospect_icp_a_enriquecer,beleza,Brasília,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=cosm%C3%A9ticos+e+beleza+grupo+WhatsApp+Telegram+ofertas+Bras%C3%ADlia+contato,discovery_query_to_enrich,89,A,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de cosméticos e beleza com possível operação regional em Brasília.,"Oi, Prospect 057 — Curador cosméticos e beleza em Brasília! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de cosméticos e beleza com possível operação regional em Brasília.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-057,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P058,"Prospect 058 — Curador casa, cozinha e utilidades em Brasília",prospect_icp_a_enriquecer,casa,Brasília,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=casa%2C+cozinha+e+utilidades+grupo+WhatsApp+Telegram+ofertas+Bras%C3%ADlia+contato,discovery_query_to_enrich,82,B,Partner Lead,sdr,pendente_enriquecimento_contato,"ICP público a enriquecer: curador/admin de casa, cozinha e utilidades com possível operação regional em Brasília.","Oi, Prospect 058 — Curador casa, cozinha e utilidades em Brasília! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de casa, cozinha e utilidades com possível operação regional em Brasília.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-058,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P059,Prospect 059 — Curador ofertas pet em Brasília,prospect_icp_a_enriquecer,pet,Brasília,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=ofertas+pet+grupo+WhatsApp+Telegram+ofertas+Bras%C3%ADlia+contato,discovery_query_to_enrich,75,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de ofertas pet com possível operação regional em Brasília.,"Oi, Prospect 059 — Curador ofertas pet em Brasília! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de ofertas pet com possível operação regional em Brasília.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-059,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P060,Prospect 060 — Curador lançamentos e infoprodutos em Brasília,prospect_icp_a_enriquecer,infoprodutos,Brasília,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=lan%C3%A7amentos+e+infoprodutos+grupo+WhatsApp+Telegram+ofertas+Bras%C3%ADlia+contato,discovery_query_to_enrich,90,A,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de lançamentos e infoprodutos com possível operação regional em Brasília.,"Oi, Prospect 060 — Curador lançamentos e infoprodutos em Brasília! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de lançamentos e infoprodutos com possível operação regional em Brasília.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-060,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P061,Prospect 061 — Curador ofertas de supermercado e atacarejo em Salvador,prospect_icp_a_enriquecer,supermercado,Salvador,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=ofertas+de+supermercado+e+atacarejo+grupo+WhatsApp+Telegram+ofertas+Salvador+contato,discovery_query_to_enrich,79,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de ofertas de supermercado e atacarejo com possível operação regional em Salvador.,"Oi, Prospect 061 — Curador ofertas de supermercado e atacarejo em Salvador! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de ofertas de supermercado e atacarejo com possível operação regional em Salvador.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-061,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
P062,Prospect 062 — Curador cupons de farmácia e beleza em Salvador,prospect_icp_a_enriquecer,farmacia,Salvador,busca_publica/linktree/instagram/telegram,https://www.google.com/search?q=cupons+de+farm%C3%A1cia+e+beleza+grupo+WhatsApp+Telegram+ofertas+Salvador+contato,discovery_query_to_enrich,72,B,Partner Lead,sdr,pendente_enriquecimento_contato,ICP público a enriquecer: curador/admin de cupons de farmácia e beleza com possível operação regional em Salvador.,"Oi, Prospect 062 — Curador cupons de farmácia e beleza em Salvador! Vi que vocês já curam ofertas (ICP público a enriquecer: curador/admin de cupons de farmácia e beleza com possível operação regional em Salvador.). O BOTinho ajuda admins a replicar ofertas em múltiplos grupos com menos copia-e-cola, padrão de copy e acompanhamento de envio. Topa um piloto guiado de 7 dias para testar em poucos grupos primeiro?",parceiro-prospect-062,affiliate-outreach,launch-botinho-2026q2,enriquecer_contato_e_enviar_seq1
