lead_id,instagram_handle,instagram_url,nome_publico,nicho,regiao,source_url,source_type,fit_score,segmento_abc,crm_stage,owner,status_outreach,gancho_personalizado,mensagem_dm_seq1,utm_source,utm_medium,utm_campaign,proxima_acao
IG038,amopromoshop,https://www.instagram.com/amopromoshop/,amopromoshop,marketplaces_geral,nacional,https://linktr.ee/amopromoshop,verified_public_linktree,88,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Melhores ofertas da internet, achadinhos, promoções e cupons; WhatsApp, Instagram, Shopee e Magalu.","Oi, @amopromoshop! Vi seu perfil de ofertas no Instagram (Melhores ofertas da internet, achadinhos, promoções e cupons; WhatsApp, Instagram, Shopee e Magalu.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-amopromoshop,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG039,erainhadasvendas,https://www.instagram.com/erainhadasvendas/,erainhadasvendas,grupo_ofertas,nacional,https://linktr.ee/erainhadasvendas,verified_public_linktree,76,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,Grupo de ofertas e perfil Instagram; foco em produtos com preço justo.,"Oi, @erainhadasvendas! Vi seu perfil de ofertas no Instagram (Grupo de ofertas e perfil Instagram; foco em produtos com preço justo.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-erainhadasvendas,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG040,buscainclusivabr,https://www.instagram.com/buscainclusivabr/,buscainclusivabr,promocoes_inclusivas,nacional,https://linktr.ee/buscainclusivabr,verified_public_linktree,82,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Canais oficiais de promoções, descontos e ofertas; grupos WhatsApp e Instagram.","Oi, @buscainclusivabr! Vi seu perfil de ofertas no Instagram (Canais oficiais de promoções, descontos e ofertas; grupos WhatsApp e Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-buscainclusivabr,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG041,BatistaStore,https://www.instagram.com/BatistaStore/,BatistaStore,marketplaces_geral,nacional,https://linktr.ee/Batistastore,verified_public_linktree,87,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Melhores ofertas Shopee, Magalu, Amazon e Mercado Livre; Linktree lista Instagram, WhatsApp e TikTok.","Oi, @BatistaStore! Vi seu perfil de ofertas no Instagram (Melhores ofertas Shopee, Magalu, Amazon e Mercado Livre; Linktree lista Instagram, WhatsApp e TikTok.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-batistastore,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG042,vemdeachado,https://www.instagram.com/vemdeachado/,vemdeachado,achadinhos_casa_beleza,nacional,https://linktr.ee/vemdeachado,verified_public_linktree,86,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Achadinhos da Shopee para casa, beleza e rotina; grupo VIP WhatsApp e Instagram.","Oi, @vemdeachado! Vi seu perfil de ofertas no Instagram (Achadinhos da Shopee para casa, beleza e rotina; grupo VIP WhatsApp e Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-vemdeachado,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG043,garimpandoshopeebr_,https://www.instagram.com/garimpandoshopeebr_/,garimpandoshopeebr_,garimpos_shopee,nacional,https://linktr.ee/aruiva,verified_public_linktree,84,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,Garimpos baratinhos direto da Shopee; acesso ao grupo de ofertas e Instagram.,"Oi, @garimpandoshopeebr_! Vi seu perfil de ofertas no Instagram (Garimpos baratinhos direto da Shopee; acesso ao grupo de ofertas e Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-garimpandoshopeebr_,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG044,ToRica.Ofertas,https://www.instagram.com/ToRica.Ofertas/,ToRica.Ofertas,promos_marketplaces,nacional,https://linktr.ee/ToRica.Ofertas,verified_public_linktree,88,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Promoções Shopee, Mercado Livre, Magalu e grupo de ofertas no WhatsApp; Instagram.","Oi, @ToRica.Ofertas! Vi seu perfil de ofertas no Instagram (Promoções Shopee, Mercado Livre, Magalu e grupo de ofertas no WhatsApp; Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-torica.ofertas,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG045,pro.moshopee26,https://www.instagram.com/pro.moshopee26/,pro.moshopee26,achadinhos_shopee,nacional,https://linktr.ee/pro.moshopee26,verified_public_linktree,82,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Achadinhos da Shopee, ofertas, cupons e promoções; Instagram e grupo WhatsApp.","Oi, @pro.moshopee26! Vi seu perfil de ofertas no Instagram (Achadinhos da Shopee, ofertas, cupons e promoções; Instagram e grupo WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-pro.moshopee26,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG046,3dprintstudiobr,https://www.instagram.com/3dprintstudiobr/,3dprintstudiobr,impressao_3d_ofertas,nacional,https://linktr.ee/3dprintstudiobr,verified_public_linktree,80,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Grupo de ofertas para impressão 3D; Instagram, YouTube, WhatsApp, Telegram e links Shopee.","Oi, @3dprintstudiobr! Vi seu perfil de ofertas no Instagram (Grupo de ofertas para impressão 3D; Instagram, YouTube, WhatsApp, Telegram e links Shopee.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-3dprintstudiobr,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG047,clubeofertas2,https://www.instagram.com/clubeofertas2/,clubeofertas2,achadinhos_shopee,nacional,https://linktr.ee/clubeofertas2,verified_public_linktree,79,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Clube da Oferta; achadinhos da Shopee, Instagram e grupo Telegram.","Oi, @clubeofertas2! Vi seu perfil de ofertas no Instagram (Clube da Oferta; achadinhos da Shopee, Instagram e grupo Telegram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-clubeofertas2,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG048,magodos10contos,https://www.instagram.com/magodos10contos/,magodos10contos,descontos_multicanal,nacional,https://linktr.ee/magodos10contos,verified_public_linktree,86,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Mago dos Descontos; Instagram, WhatsApp e Telegram para grupo VIP.","Oi, @magodos10contos! Vi seu perfil de ofertas no Instagram (Mago dos Descontos; Instagram, WhatsApp e Telegram para grupo VIP.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-magodos10contos,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG049,usinadecoisas,https://www.instagram.com/usinadecoisas/,usinadecoisas,loja_multimarketplace,brasil,https://linktr.ee/usinadecoisas,verified_public_linktree,73,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Loja com Mercado Livre, Magalu, Shopee, Americanas, Instagram, Amazon e WhatsApp.","Oi, @usinadecoisas! Vi seu perfil de ofertas no Instagram (Loja com Mercado Livre, Magalu, Shopee, Americanas, Instagram, Amazon e WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-usinadecoisas,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG050,achados.dicasdalu,https://www.instagram.com/achados.dicasdalu/,achados.dicasdalu,beleza_e_marketplaces,nacional,https://linktr.ee/achados.dicasdalu,verified_public_linktree,87,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Afiliada Shopee, Amazon, Meli, Magalu e beleza; grupo VIP de ofertas e Instagram.","Oi, @achados.dicasdalu! Vi seu perfil de ofertas no Instagram (Afiliada Shopee, Amazon, Meli, Magalu e beleza; grupo VIP de ofertas e Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-achados.dicasdalu,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG051,descobertaste,https://www.instagram.com/descobertaste/,descobertaste,achados_marketplaces,nacional,https://linktr.ee/descobertaste,verified_public_linktree,84,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Melhores achados na Shopee, Mercado Livre, Amazon e Magalu; Instagram e WhatsApp.","Oi, @descobertaste! Vi seu perfil de ofertas no Instagram (Melhores achados na Shopee, Mercado Livre, Amazon e Magalu; Instagram e WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-descobertaste,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG052,comprelivroscomdesconto,https://www.instagram.com/comprelivroscomdesconto/,comprelivroscomdesconto,livros_e_ofertas_gerais,nacional,https://linktr.ee/CLCD,verified_public_linktree,90,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Ofertas e cupons de livros e canal geral Shopee/Mercado Livre/Magalu; Instagram, WhatsApp e Telegram.","Oi, @comprelivroscomdesconto! Vi seu perfil de ofertas no Instagram (Ofertas e cupons de livros e canal geral Shopee/Mercado Livre/Magalu; Instagram, WhatsApp e Telegram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-comprelivroscomdesconto,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG053,Olhonodesconto,https://www.instagram.com/Olhonodesconto/,Olhonodesconto,marketplaces_geral,nacional,https://linktr.ee/olhonodesconto,verified_public_linktree,88,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Promoções de Amazon, Shopee e Mercado Livre; grupo/canal WhatsApp e Instagram.","Oi, @Olhonodesconto! Vi seu perfil de ofertas no Instagram (Promoções de Amazon, Shopee e Mercado Livre; grupo/canal WhatsApp e Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-olhonodesconto,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG054,i3storesp,https://www.instagram.com/i3storesp/,i3storesp,loja_multimarketplace,sao_paulo,https://linktr.ee/i3storesp,verified_public_linktree,72,B,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Produtos nacionais/importados; Shopee, Mercado Livre, Amazon, WhatsApp e Instagram.","Oi, @i3storesp! Vi seu perfil de ofertas no Instagram (Produtos nacionais/importados; Shopee, Mercado Livre, Amazon, WhatsApp e Instagram.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-i3storesp,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG055,lofonbr,https://www.instagram.com/lofonbr/,lofonbr,loja_ofertas_online,nacional,https://linktr.ee/lofonbr,verified_public_linktree,85,A,Instagram Partner Lead,sdr,seq1_instagram_pronta,"Loja de Ofertas Online BR; Instagram, Facebook, TikTok, YouTube, WhatsApp Channel e marketplaces.","Oi, @lofonbr! Vi seu perfil de ofertas no Instagram (Loja de Ofertas Online BR; Instagram, Facebook, TikTok, YouTube, WhatsApp Channel e marketplaces.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-lofonbr,instagram-dm-outreach,launch-botinho-2026q2,validar_direct_e_enviar_seq1
IG056,prospect_instagram_056,,Prospect Instagram 056 — achadinhos shopee · São Paulo,achadinhos_shopee,São Paulo,https://www.google.com/search?q=site%3Ainstagram.com+achadinhos+shopee+S%C3%A3o+Paulo+ofertas+cupons+grupo+whatsapp,instagram_discovery_query_to_validate,93,A,Instagram Partner Lead,sdr,pendente_validacao_perfil_instagram,Query ICP para encontrar perfil Instagram de achadinhos shopee em São Paulo com sinal de ofertas/cupons/grupo WhatsApp.,"Validar perfil e substituir handle antes do envio. Oi, @NOME_DO_PERFIL! Vi seu perfil de ofertas no Instagram (Query ICP para encontrar perfil Instagram de achadinhos shopee em São Paulo com sinal de ofertas/cupons/grupo WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-prospect-056,instagram-dm-outreach,launch-botinho-2026q2,abrir_query_validar_handle_e_enviar_seq1
IG057,prospect_instagram_057,,Prospect Instagram 057 — cupons promoções · São Paulo,cupons_promocoes,São Paulo,https://www.google.com/search?q=site%3Ainstagram.com+cupons+promo%C3%A7%C3%B5es+S%C3%A3o+Paulo+ofertas+cupons+grupo+whatsapp,instagram_discovery_query_to_validate,94,A,Instagram Partner Lead,sdr,pendente_validacao_perfil_instagram,Query ICP para encontrar perfil Instagram de cupons promoções em São Paulo com sinal de ofertas/cupons/grupo WhatsApp.,"Validar perfil e substituir handle antes do envio. Oi, @NOME_DO_PERFIL! Vi seu perfil de ofertas no Instagram (Query ICP para encontrar perfil Instagram de cupons promoções em São Paulo com sinal de ofertas/cupons/grupo WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-prospect-057,instagram-dm-outreach,launch-botinho-2026q2,abrir_query_validar_handle_e_enviar_seq1
IG058,prospect_instagram_058,,Prospect Instagram 058 — ofertas whatsapp · São Paulo,ofertas_whatsapp,São Paulo,https://www.google.com/search?q=site%3Ainstagram.com+ofertas+whatsapp+S%C3%A3o+Paulo+ofertas+cupons+grupo+whatsapp,instagram_discovery_query_to_validate,85,A,Instagram Partner Lead,sdr,pendente_validacao_perfil_instagram,Query ICP para encontrar perfil Instagram de ofertas whatsapp em São Paulo com sinal de ofertas/cupons/grupo WhatsApp.,"Validar perfil e substituir handle antes do envio. Oi, @NOME_DO_PERFIL! Vi seu perfil de ofertas no Instagram (Query ICP para encontrar perfil Instagram de ofertas whatsapp em São Paulo com sinal de ofertas/cupons/grupo WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-prospect-058,instagram-dm-outreach,launch-botinho-2026q2,abrir_query_validar_handle_e_enviar_seq1
IG059,prospect_instagram_059,,Prospect Instagram 059 — amazon mercado livre shopee · São Paulo,marketplaces_geral,São Paulo,https://www.google.com/search?q=site%3Ainstagram.com+amazon+mercado+livre+shopee+S%C3%A3o+Paulo+ofertas+cupons+grupo+whatsapp,instagram_discovery_query_to_validate,87,A,Instagram Partner Lead,sdr,pendente_validacao_perfil_instagram,Query ICP para encontrar perfil Instagram de amazon mercado livre shopee em São Paulo com sinal de ofertas/cupons/grupo WhatsApp.,"Validar perfil e substituir handle antes do envio. Oi, @NOME_DO_PERFIL! Vi seu perfil de ofertas no Instagram (Query ICP para encontrar perfil Instagram de amazon mercado livre shopee em São Paulo com sinal de ofertas/cupons/grupo WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-prospect-059,instagram-dm-outreach,launch-botinho-2026q2,abrir_query_validar_handle_e_enviar_seq1
IG060,prospect_instagram_060,,Prospect Instagram 060 — cupom moda beleza · São Paulo,moda_beleza,São Paulo,https://www.google.com/search?q=site%3Ainstagram.com+cupom+moda+beleza+S%C3%A3o+Paulo+ofertas+cupons+grupo+whatsapp,instagram_discovery_query_to_validate,92,A,Instagram Partner Lead,sdr,pendente_validacao_perfil_instagram,Query ICP para encontrar perfil Instagram de cupom moda beleza em São Paulo com sinal de ofertas/cupons/grupo WhatsApp.,"Validar perfil e substituir handle antes do envio. Oi, @NOME_DO_PERFIL! Vi seu perfil de ofertas no Instagram (Query ICP para encontrar perfil Instagram de cupom moda beleza em São Paulo com sinal de ofertas/cupons/grupo WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-prospect-060,instagram-dm-outreach,launch-botinho-2026q2,abrir_query_validar_handle_e_enviar_seq1
IG061,prospect_instagram_061,,Prospect Instagram 061 — achadinhos shopee · Rio de Janeiro,achadinhos_shopee,Rio de Janeiro,https://www.google.com/search?q=site%3Ainstagram.com+achadinhos+shopee+Rio+de+Janeiro+ofertas+cupons+grupo+whatsapp,instagram_discovery_query_to_validate,94,A,Instagram Partner Lead,sdr,pendente_validacao_perfil_instagram,Query ICP para encontrar perfil Instagram de achadinhos shopee em Rio de Janeiro com sinal de ofertas/cupons/grupo WhatsApp.,"Validar perfil e substituir handle antes do envio. Oi, @NOME_DO_PERFIL! Vi seu perfil de ofertas no Instagram (Query ICP para encontrar perfil Instagram de achadinhos shopee em Rio de Janeiro com sinal de ofertas/cupons/grupo WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-prospect-061,instagram-dm-outreach,launch-botinho-2026q2,abrir_query_validar_handle_e_enviar_seq1
IG062,prospect_instagram_062,,Prospect Instagram 062 — cupons promoções · Rio de Janeiro,cupons_promocoes,Rio de Janeiro,https://www.google.com/search?q=site%3Ainstagram.com+cupons+promo%C3%A7%C3%B5es+Rio+de+Janeiro+ofertas+cupons+grupo+whatsapp,instagram_discovery_query_to_validate,87,A,Instagram Partner Lead,sdr,pendente_validacao_perfil_instagram,Query ICP para encontrar perfil Instagram de cupons promoções em Rio de Janeiro com sinal de ofertas/cupons/grupo WhatsApp.,"Validar perfil e substituir handle antes do envio. Oi, @NOME_DO_PERFIL! Vi seu perfil de ofertas no Instagram (Query ICP para encontrar perfil Instagram de cupons promoções em Rio de Janeiro com sinal de ofertas/cupons/grupo WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-prospect-062,instagram-dm-outreach,launch-botinho-2026q2,abrir_query_validar_handle_e_enviar_seq1
IG063,prospect_instagram_063,,Prospect Instagram 063 — ofertas whatsapp · Rio de Janeiro,ofertas_whatsapp,Rio de Janeiro,https://www.google.com/search?q=site%3Ainstagram.com+ofertas+whatsapp+Rio+de+Janeiro+ofertas+cupons+grupo+whatsapp,instagram_discovery_query_to_validate,92,A,Instagram Partner Lead,sdr,pendente_validacao_perfil_instagram,Query ICP para encontrar perfil Instagram de ofertas whatsapp em Rio de Janeiro com sinal de ofertas/cupons/grupo WhatsApp.,"Validar perfil e substituir handle antes do envio. Oi, @NOME_DO_PERFIL! Vi seu perfil de ofertas no Instagram (Query ICP para encontrar perfil Instagram de ofertas whatsapp em Rio de Janeiro com sinal de ofertas/cupons/grupo WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-prospect-063,instagram-dm-outreach,launch-botinho-2026q2,abrir_query_validar_handle_e_enviar_seq1
IG064,prospect_instagram_064,,Prospect Instagram 064 — amazon mercado livre shopee · Rio de Janeiro,marketplaces_geral,Rio de Janeiro,https://www.google.com/search?q=site%3Ainstagram.com+amazon+mercado+livre+shopee+Rio+de+Janeiro+ofertas+cupons+grupo+whatsapp,instagram_discovery_query_to_validate,94,A,Instagram Partner Lead,sdr,pendente_validacao_perfil_instagram,Query ICP para encontrar perfil Instagram de amazon mercado livre shopee em Rio de Janeiro com sinal de ofertas/cupons/grupo WhatsApp.,"Validar perfil e substituir handle antes do envio. Oi, @NOME_DO_PERFIL! Vi seu perfil de ofertas no Instagram (Query ICP para encontrar perfil Instagram de amazon mercado livre shopee em Rio de Janeiro com sinal de ofertas/cupons/grupo WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-prospect-064,instagram-dm-outreach,launch-botinho-2026q2,abrir_query_validar_handle_e_enviar_seq1
IG065,prospect_instagram_065,,Prospect Instagram 065 — cupom moda beleza · Rio de Janeiro,moda_beleza,Rio de Janeiro,https://www.google.com/search?q=site%3Ainstagram.com+cupom+moda+beleza+Rio+de+Janeiro+ofertas+cupons+grupo+whatsapp,instagram_discovery_query_to_validate,81,B,Instagram Partner Lead,sdr,pendente_validacao_perfil_instagram,Query ICP para encontrar perfil Instagram de cupom moda beleza em Rio de Janeiro com sinal de ofertas/cupons/grupo WhatsApp.,"Validar perfil e substituir handle antes do envio. Oi, @NOME_DO_PERFIL! Vi seu perfil de ofertas no Instagram (Query ICP para encontrar perfil Instagram de cupom moda beleza em Rio de Janeiro com sinal de ofertas/cupons/grupo WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-prospect-065,instagram-dm-outreach,launch-botinho-2026q2,abrir_query_validar_handle_e_enviar_seq1
IG066,prospect_instagram_066,,Prospect Instagram 066 — achadinhos shopee · Belo Horizonte,achadinhos_shopee,Belo Horizonte,https://www.google.com/search?q=site%3Ainstagram.com+achadinhos+shopee+Belo+Horizonte+ofertas+cupons+grupo+whatsapp,instagram_discovery_query_to_validate,89,A,Instagram Partner Lead,sdr,pendente_validacao_perfil_instagram,Query ICP para encontrar perfil Instagram de achadinhos shopee em Belo Horizonte com sinal de ofertas/cupons/grupo WhatsApp.,"Validar perfil e substituir handle antes do envio. Oi, @NOME_DO_PERFIL! Vi seu perfil de ofertas no Instagram (Query ICP para encontrar perfil Instagram de achadinhos shopee em Belo Horizonte com sinal de ofertas/cupons/grupo WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-prospect-066,instagram-dm-outreach,launch-botinho-2026q2,abrir_query_validar_handle_e_enviar_seq1
IG067,prospect_instagram_067,,Prospect Instagram 067 — cupons promoções · Belo Horizonte,cupons_promocoes,Belo Horizonte,https://www.google.com/search?q=site%3Ainstagram.com+cupons+promo%C3%A7%C3%B5es+Belo+Horizonte+ofertas+cupons+grupo+whatsapp,instagram_discovery_query_to_validate,94,A,Instagram Partner Lead,sdr,pendente_validacao_perfil_instagram,Query ICP para encontrar perfil Instagram de cupons promoções em Belo Horizonte com sinal de ofertas/cupons/grupo WhatsApp.,"Validar perfil e substituir handle antes do envio. Oi, @NOME_DO_PERFIL! Vi seu perfil de ofertas no Instagram (Query ICP para encontrar perfil Instagram de cupons promoções em Belo Horizonte com sinal de ofertas/cupons/grupo WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-prospect-067,instagram-dm-outreach,launch-botinho-2026q2,abrir_query_validar_handle_e_enviar_seq1
IG068,prospect_instagram_068,,Prospect Instagram 068 — ofertas whatsapp · Belo Horizonte,ofertas_whatsapp,Belo Horizonte,https://www.google.com/search?q=site%3Ainstagram.com+ofertas+whatsapp+Belo+Horizonte+ofertas+cupons+grupo+whatsapp,instagram_discovery_query_to_validate,94,A,Instagram Partner Lead,sdr,pendente_validacao_perfil_instagram,Query ICP para encontrar perfil Instagram de ofertas whatsapp em Belo Horizonte com sinal de ofertas/cupons/grupo WhatsApp.,"Validar perfil e substituir handle antes do envio. Oi, @NOME_DO_PERFIL! Vi seu perfil de ofertas no Instagram (Query ICP para encontrar perfil Instagram de ofertas whatsapp em Belo Horizonte com sinal de ofertas/cupons/grupo WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-prospect-068,instagram-dm-outreach,launch-botinho-2026q2,abrir_query_validar_handle_e_enviar_seq1
IG069,prospect_instagram_069,,Prospect Instagram 069 — amazon mercado livre shopee · Belo Horizonte,marketplaces_geral,Belo Horizonte,https://www.google.com/search?q=site%3Ainstagram.com+amazon+mercado+livre+shopee+Belo+Horizonte+ofertas+cupons+grupo+whatsapp,instagram_discovery_query_to_validate,83,B,Instagram Partner Lead,sdr,pendente_validacao_perfil_instagram,Query ICP para encontrar perfil Instagram de amazon mercado livre shopee em Belo Horizonte com sinal de ofertas/cupons/grupo WhatsApp.,"Validar perfil e substituir handle antes do envio. Oi, @NOME_DO_PERFIL! Vi seu perfil de ofertas no Instagram (Query ICP para encontrar perfil Instagram de amazon mercado livre shopee em Belo Horizonte com sinal de ofertas/cupons/grupo WhatsApp.). O BOTinho ajuda curadores a replicar links em grupos de WhatsApp/Telegram com menos copia-e-cola, padrão de copy e logs de envio. Topa um piloto guiado de 7 dias em poucos grupos?",instagram-prospect-069,instagram-dm-outreach,launch-botinho-2026q2,abrir_query_validar_handle_e_enviar_seq1
